선수,포지션,WAR,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,팀,pid,연도
서의태,투수,-0.08,11,0,11,2,0,0,1,0,0,0,7.2,8,8,7.3,34,5,1,0,1,8,0,0,7,0,0,1,9.39,9.39,8.57,8.78,6.7,1.7,NC 다이노스,12574,2022
신영우,투수,-0.13,4,2,2,2,0,0,0,1,0,0,9.1,11,11,10.15,52,9,3,0,0,15,2,0,6,0,0,1,10.61,10.61,9.79,9.54,8.24,2.57,NC 다이노스,15450,2022
소이현,투수,-0.15,4,0,4,3,0,0,0,0,0,0,3.1,5,7,5.95,19,6,3,0,0,1,1,0,1,1,0,0,13.5,18.9,16.07,16.65,5.31,2.1,NC 다이노스,12900,2022
김태현,투수,-0.2,11,0,11,2,0,0,0,0,0,0,10.0,8,10,11.2,50,14,4,0,3,7,0,0,3,2,0,1,7.2,9.0,10.08,10.43,9.19,2.1,NC 다이노스,12898,2022
목지훈,투수,-0.26,3,3,0,0,0,0,0,1,0,0,9.0,12,12,11.15,52,15,6,0,1,10,2,0,3,1,0,1,12.0,12.0,11.15,11.79,8.82,2.78,NC 다이노스,15453,2022
전사민,투수,-0.45,17,0,17,9,0,0,0,0,0,0,23.2,25,25,26.05,128,39,6,1,3,17,3,0,17,0,2,4,9.51,9.51,9.91,10.02,6.53,2.37,NC 다이노스,14156,2022
전루건,투수,-0.45,6,0,6,1,0,0,0,0,0,0,5.2,14,14,14.15,44,15,3,0,0,9,4,0,0,0,0,0,22.24,22.24,22.47,21.89,11.31,4.24,NC 다이노스,14171,2022
이준호,투수,-0.62,38,2,36,12,0,0,3,5,0,2,49.1,41,41,46.4,243,71,11,0,7,26,3,0,42,1,0,0,7.48,7.48,8.46,8.64,5.58,1.97,NC 다이노스,15455,2022
이용찬,투수,-1.14,57,0,57,36,0,0,3,9,16,2,54.1,37,48,46.5,262,82,20,3,6,21,2,1,49,5,0,6,6.13,7.95,7.7,8.0,4.57,1.9,NC 다이노스,10217,2022
곽빈,투수,5.0,30,30,0,0,0,0,15,9,0,0,167.2,79,83,76.7,716,142,29,1,11,76,6,0,154,5,1,11,4.24,4.46,4.12,4.25,4.13,1.3,두산 베어스,13061,2022
김택연,투수,3.23,60,0,60,32,0,0,3,2,19,4,65.0,15,17,18.9,277,51,11,0,2,31,4,1,78,1,0,3,2.08,2.35,2.62,2.67,3.19,1.26,두산 베어스,16067,2022
브랜든,투수,2.47,14,14,0,0,0,0,7,4,0,0,75.0,26,34,31.75,315,75,11,2,3,11,4,0,75,9,0,2,3.12,4.08,3.81,3.96,2.8,1.15,두산 베어스,15153,2022
이병헌,투수,1.91,77,0,77,6,0,0,6,1,1,22,65.1,21,25,29.9,285,61,7,1,3,34,3,1,57,1,1,2,2.89,3.44,4.12,4.21,4.27,1.45,두산 베어스,15099,2022
김강률,투수,1.78,53,0,53,3,0,0,2,2,1,12,42.0,14,16,11.15,187,41,7,0,1,21,2,0,33,1,0,1,3.0,3.43,2.39,2.48,4.22,1.48,두산 베어스,10690,2022
홍건희,투수,1.59,65,0,65,18,0,0,4,3,9,11,59.1,18,22,27.65,264,55,6,1,5,33,5,4,45,2,0,5,2.73,3.34,4.19,4.36,5.19,1.48,두산 베어스,10696,2022
발라조빅,투수,1.44,12,11,1,0,0,0,2,6,0,1,57.0,27,29,28.0,250,54,13,1,3,28,2,0,69,1,0,2,4.26,4.58,4.42,4.67,3.22,1.44,두산 베어스,16155,2022
최원준,투수,1.42,24,24,0,0,0,0,6,7,0,0,110.0,79,79,70.35,490,125,24,2,21,34,10,1,72,3,0,1,6.46,6.46,5.76,5.94,6.07,1.45,두산 베어스,12852,2022
최준호,투수,1.4,17,15,2,0,0,0,3,6,0,0,72.1,41,44,41.7,314,69,8,2,11,30,4,0,58,2,0,6,5.1,5.47,5.19,5.24,5.46,1.37,두산 베어스,15508,2022
알칸타라,투수,1.36,12,12,0,0,0,0,2,2,0,0,64.1,34,35,34.65,270,58,8,3,10,22,2,0,34,3,0,0,4.76,4.9,4.85,5.09,5.88,1.24,두산 베어스,13941,2022
최지강,투수,1.26,55,0,55,4,0,0,3,1,1,15,50.0,18,19,24.55,222,48,7,2,6,24,6,2,45,2,0,3,3.24,3.42,4.42,4.52,5.18,1.44,두산 베어스,15127,2022
김민규,투수,0.75,13,4,9,4,0,0,0,1,0,0,25.0,12,14,12.15,117,23,7,2,4,19,4,0,19,1,0,3,4.32,5.04,4.37,4.3,7.06,1.68,두산 베어스,13072,2022
이영하,투수,0.6,59,1,58,8,0,0,5,4,2,5,65.1,29,34,41.05,298,62,9,3,4,36,2,1,59,6,0,7,3.99,4.68,5.65,5.85,4.47,1.5,두산 베어스,12568,2022
시라카와,투수,0.26,7,7,0,0,0,0,2,3,0,0,34.1,23,25,23.45,158,30,2,1,3,24,2,0,19,3,0,5,6.03,6.55,6.15,6.57,6.2,1.57,두산 베어스,16148,2022
김유성,투수,0.23,17,7,10,1,0,0,1,2,0,0,28.0,20,23,19.2,139,28,10,0,1,24,4,0,29,1,0,2,6.43,7.39,6.17,6.5,5.13,1.86,두산 베어스,15509,2022
박신지,투수,0.22,6,1,5,1,0,0,0,1,0,0,8.2,2,3,4.05,41,8,2,0,0,8,1,0,3,1,0,0,2.08,3.12,4.21,4.18,6.55,1.85,두산 베어스,13070,2022
박정수,투수,0.2,29,1,28,7,0,0,1,2,0,4,29.2,17,18,19.9,137,38,4,1,2,12,2,0,22,0,0,2,5.16,5.46,6.04,6.18,4.61,1.69,두산 베어스,11300,2022
최종인,투수,0.2,11,0,11,4,0,0,1,0,1,2,9.2,4,4,5.0,42,8,0,0,2,5,0,0,8,0,0,0,3.72,3.72,4.66,4.71,6.2,1.34,두산 베어스,14733,2022
최승용,투수,0.14,12,6,6,1,0,0,2,0,0,1,27.0,18,19,20.4,124,37,5,2,6,7,0,0,21,2,0,0,6.0,6.33,6.8,6.85,5.7,1.63,두산 베어스,14770,2022
박지호,투수,0.1,1,0,1,0,0,0,0,0,0,1,0.2,0,0,0.0,3,0,0,0,0,1,0,0,2,0,0,1,0.0,0.0,0.0,0.0,1.35,1.5,두산 베어스,16071,2022
박치국,투수,0.03,52,0,52,15,0,0,2,3,1,3,48.0,34,34,35.05,222,59,6,0,8,18,10,1,35,1,1,1,6.38,6.38,6.57,6.7,6.1,1.6,두산 베어스,12850,2022
김도윤,투수,-0.01,2,0,2,2,0,0,0,0,0,0,2.1,1,2,2.0,12,2,1,0,0,2,1,0,1,0,0,0,3.86,7.71,7.71,8.32,7.11,1.71,두산 베어스,14768,2022
박소준,투수,-0.07,1,1,0,0,0,0,0,1,0,0,4.0,5,5,5.0,20,6,0,0,2,2,0,0,2,0,0,1,11.25,11.25,11.25,10.2,10.45,2.0,두산 베어스,11491,2022
권휘,투수,-0.1,8,0,8,3,0,0,0,0,0,0,9.0,11,11,8.8,49,15,3,0,0,7,0,0,11,0,0,1,11.0,11.0,8.8,9.22,3.55,2.44,두산 베어스,13665,2022
정철원,투수,-0.11,36,0,36,14,0,0,2,1,6,1,32.1,23,24,25.55,165,39,7,2,5,26,5,0,39,1,0,0,6.4,6.68,7.11,7.01,6.0,2.01,두산 베어스,13071,2022
김정우,투수,-0.13,1,0,1,0,0,0,0,0,0,0,0.1,3,3,2.5,4,3,2,0,0,0,0,0,0,0,0,0,81.0,81.0,67.5,72.77,4.2,9.0,두산 베어스,13124,2022
김동주,투수,-0.25,14,9,5,3,1,0,1,3,0,0,50.0,38,46,42.45,244,67,12,3,6,21,4,0,35,3,1,7,6.84,8.28,7.64,7.9,5.43,1.76,두산 베어스,14769,2022
김호준,투수,-0.31,16,1,15,6,0,0,1,2,0,0,13.1,13,14,15.0,68,22,6,1,1,4,5,0,6,0,0,0,8.78,9.45,10.13,9.94,6.06,1.95,두산 베어스,13268,2022
이교훈,투수,-0.56,33,0,33,7,0,0,1,1,0,1,35.1,29,32,32.65,166,43,11,1,7,17,2,0,27,2,0,0,7.39,8.15,8.32,8.78,6.31,1.7,두산 베어스,14173,2022
김명신,투수,-1.42,35,0,35,5,0,0,2,1,0,4,32.2,34,34,38.5,168,63,7,0,8,8,2,0,25,1,0,1,9.37,9.37,10.61,11.17,6.15,2.17,두산 베어스,12847,2022
후라도,투수,6.61,30,30,0,0,0,0,10,8,0,0,190.1,71,78,76.95,779,185,27,4,19,32,9,0,169,12,1,3,3.36,3.69,3.64,3.78,3.84,1.14,키움 히어로즈,15531,2022
헤이수스,투수,5.09,30,30,0,0,0,0,13,11,0,0,171.1,70,78,75.75,728,171,31,2,22,44,14,1,178,8,1,6,3.68,4.1,3.98,4.24,4.11,1.25,키움 히어로즈,16138,2022
하영민,투수,3.25,28,28,0,0,0,0,9,8,0,0,150.1,73,82,79.25,671,168,33,6,8,58,5,0,101,9,0,7,4.37,4.91,4.74,5.02,4.45,1.5,키움 히어로즈,11222,2022
주승우,투수,0.98,55,0,55,35,0,0,4,6,14,5,51.2,25,25,26.55,225,50,14,1,4,18,5,5,43,2,0,1,4.35,4.35,4.62,4.94,4.18,1.32,키움 히어로즈,15067,2022
조상우,투수,0.87,44,0,44,7,0,0,0,1,6,9,39.2,14,17,18.85,171,40,6,0,2,20,0,1,36,0,0,1,3.18,3.86,4.28,4.66,4.02,1.51,키움 히어로즈,11126,2022
김인범,투수,0.79,19,14,5,4,0,0,2,7,0,0,63.1,38,40,39.3,297,75,8,1,9,31,8,0,27,2,1,3,5.4,5.68,5.58,5.77,6.73,1.67,키움 히어로즈,14480,2022
김성민,투수,0.65,46,0,46,4,0,0,3,4,0,14,45.2,22,24,25.15,188,45,4,0,5,17,1,0,34,0,1,3,4.34,4.73,4.96,5.33,4.86,1.36,키움 히어로즈,12918,2022
김윤하,투수,0.54,19,12,7,0,0,0,1,6,0,2,79.0,53,57,54.95,363,93,22,2,6,35,4,0,43,4,1,3,6.04,6.49,6.26,6.67,5.27,1.62,키움 히어로즈,16123,2022
김재웅,투수,0.54,26,0,26,1,0,0,0,2,0,7,23.2,9,9,11.25,107,24,3,1,2,12,1,1,19,3,0,1,3.42,3.42,4.28,4.63,4.9,1.52,키움 히어로즈,12858,2022
김선기,투수,0.31,42,6,36,4,0,0,6,4,0,0,76.1,47,51,53.6,357,91,18,0,13,30,6,1,43,6,0,6,5.54,6.01,6.32,6.5,6.28,1.59,키움 히어로즈,13092,2022
김동욱,투수,0.22,37,0,37,11,0,0,2,1,0,3,36.0,20,20,23.45,146,33,9,1,4,6,2,1,18,1,0,1,5.0,5.0,5.86,6.22,4.96,1.08,키움 히어로즈,14681,2022
양지율,투수,0.16,21,0,21,2,0,0,0,2,0,3,18.2,13,13,11.3,83,16,4,0,1,13,2,0,7,0,0,0,6.27,6.27,5.45,5.92,6.39,1.55,키움 히어로즈,12854,2022
박승주,투수,0.1,15,0,15,6,0,0,0,1,0,0,17.1,13,13,11.95,74,16,2,0,2,9,1,0,13,0,0,3,6.75,6.75,6.2,6.56,5.49,1.44,키움 히어로즈,12989,2022
원종현,투수,0.1,4,0,4,0,0,0,0,0,0,0,3.2,2,2,2.0,18,4,1,0,0,3,0,0,4,0,0,2,4.91,4.91,4.91,4.45,4.01,1.91,키움 히어로즈,11161,2022
박윤성,투수,0.09,17,0,17,7,0,0,0,0,0,1,18.2,12,12,13.4,81,14,5,0,5,9,0,0,14,2,0,2,5.79,5.79,6.46,6.62,7.01,1.23,키움 히어로즈,15475,2022
정찬헌,투수,0.03,4,4,0,0,0,0,0,2,0,0,16.0,14,14,13.3,74,26,5,0,3,3,1,0,5,0,0,0,7.88,7.88,7.48,7.26,6.42,1.81,키움 히어로즈,10533,2022
윤정현,투수,-0.02,2,0,2,2,0,0,0,0,0,0,3.0,3,3,3.0,15,4,0,0,0,2,0,0,1,0,0,0,9.0,9.0,9.0,9.41,5.43,2.0,키움 히어로즈,14131,2022
김동규,투수,-0.07,2,0,2,1,0,0,0,0,0,0,0.1,2,2,1.3,4,1,1,0,0,2,0,0,0,0,0,0,54.0,54.0,35.1,32.69,22.8,9.0,키움 히어로즈,15485,2022
문성현,투수,-0.09,42,0,42,12,0,0,1,2,3,2,38.1,28,28,29.55,189,54,6,2,3,25,2,0,31,1,0,2,6.57,6.57,6.94,7.26,5.29,2.06,키움 히어로즈,10437,2022
김연주,투수,-0.11,34,0,34,11,0,0,1,1,0,1,31.1,23,24,24.5,148,34,10,0,5,17,5,1,18,0,0,2,6.61,6.89,7.04,7.43,6.74,1.63,키움 히어로즈,16127,2022
손현기,투수,-0.11,6,2,4,2,0,0,0,1,0,0,14.1,12,14,13.3,69,17,3,1,2,8,3,0,9,0,0,3,7.53,8.79,8.35,8.66,6.67,1.74,키움 히어로즈,16125,2022
이종민,투수,-0.12,12,9,3,0,0,0,1,8,0,0,43.2,37,39,36.1,212,56,10,2,9,22,5,2,21,2,1,0,7.63,8.04,7.44,7.72,7.22,1.79,키움 히어로즈,14576,2022
박범준,투수,-0.19,5,0,5,3,0,0,0,1,0,0,5.1,8,8,7.3,28,7,2,0,1,4,1,0,8,0,0,2,13.5,13.5,12.32,11.88,5.59,2.06,키움 히어로즈,16133,2022
이명종,투수,-0.3,10,0,10,7,0,0,0,1,0,0,11.0,10,10,13.3,58,20,2,0,4,5,0,1,4,1,0,1,8.18,8.18,10.88,11.51,8.74,2.27,키움 히어로즈,15073,2022
전준표,투수,-0.35,18,5,13,4,0,0,2,4,0,0,27.2,21,28,27.0,144,35,4,0,4,20,5,0,18,4,0,4,6.83,9.11,8.78,8.93,7.09,1.99,키움 히어로즈,16122,2022
오석주,투수,-0.5,17,0,17,7,0,0,1,1,0,0,17.0,21,21,20.15,92,28,4,1,0,11,3,1,16,1,0,2,11.12,11.12,10.67,11.22,4.4,2.29,키움 히어로즈,12860,2022
조영건,투수,-0.55,25,3,22,3,0,0,2,1,0,1,39.1,35,39,35.55,197,51,10,1,7,24,1,0,31,3,0,3,8.01,8.92,8.13,8.83,6.01,1.91,키움 히어로즈,14132,2022
윤석원,투수,-0.66,11,1,10,3,0,0,0,1,0,0,17.1,22,24,24.2,88,31,11,0,3,7,2,0,1,2,1,3,11.42,12.46,12.57,12.91,7.72,2.19,키움 히어로즈,15071,2022
김동혁,투수,-0.72,17,0,17,8,0,0,0,2,0,0,22.1,17,21,23.75,102,27,5,1,7,10,2,0,9,1,0,0,6.85,8.46,9.57,9.86,8.59,1.66,키움 히어로즈,14674,2022
페냐,투수,4.28,32,32,0,0,0,0,11,11,0,0,177.1,71,82,79.25,751,149,28,5,14,59,18,1,147,13,4,16,3.6,4.16,4.02,3.98,4.06,1.17,한화 이글스,15146,2023
문동주,투수,3.08,23,23,0,0,0,0,8,8,0,0,118.2,49,52,49.95,503,113,20,2,6,42,4,0,95,2,1,5,3.72,3.94,3.79,3.82,3.65,1.31,한화 이글스,15013,2023
산체스,투수,2.59,24,24,0,0,0,0,7,8,0,0,126.0,53,62,60.8,540,136,23,0,13,28,6,2,99,7,0,3,3.79,4.43,4.34,4.29,3.92,1.3,한화 이글스,15643,2023
주현상,투수,2.44,55,0,55,9,0,0,2,2,0,12,59.2,13,13,14.95,228,35,6,1,2,15,3,1,45,1,0,0,1.96,1.96,2.26,2.29,3.25,0.84,한화 이글스,11415,2023
이태양,투수,1.78,50,12,38,6,0,0,3,3,0,2,100.1,36,44,48.5,422,100,25,6,7,21,3,2,72,9,0,1,3.23,3.95,4.35,4.33,3.6,1.21,한화 이글스,10609,2023
윤대경,투수,1.39,47,0,47,10,0,0,5,1,0,2,47.2,13,18,15.95,199,36,9,1,4,19,6,0,28,2,0,2,2.45,3.4,3.01,2.92,5.01,1.15,한화 이글스,11110,2023
한승주,투수,0.85,47,6,41,12,0,0,1,4,0,2,70.2,31,34,37.65,320,81,16,2,6,31,4,2,55,1,0,5,3.95,4.33,4.8,4.75,4.45,1.58,한화 이글스,14621,2023
김기중,투수,0.82,37,6,31,6,0,0,1,3,0,1,56.1,29,33,29.2,253,58,9,3,4,29,9,1,46,2,0,2,4.63,5.27,4.67,4.67,4.69,1.54,한화 이글스,14808,2023
장시환,투수,0.65,38,0,38,7,0,0,2,2,1,7,34.2,13,13,15.75,153,32,4,0,1,21,4,1,24,1,0,3,3.38,3.38,4.09,4.12,4.61,1.53,한화 이글스,10453,2023
김규연,투수,0.53,23,0,23,14,0,0,0,1,1,0,19.2,6,7,6.65,85,16,2,1,0,10,2,0,20,1,0,2,2.75,3.2,3.04,3.07,3.2,1.32,한화 이글스,14871,2023
정우람,투수,0.34,52,0,52,7,0,0,0,1,0,8,40.1,24,24,22.2,183,45,8,2,3,17,2,0,30,2,0,3,5.36,5.36,4.95,4.98,4.34,1.54,한화 이글스,10156,2023
김범수,투수,0.28,76,0,76,5,0,0,5,5,1,18,62.1,29,33,35.8,283,64,10,0,3,33,3,5,52,4,0,4,4.19,4.76,5.17,5.15,3.93,1.56,한화 이글스,11411,2023
이민우,투수,0.24,17,0,17,0,0,0,2,1,0,2,13.2,4,6,6.15,57,8,0,0,2,6,0,0,11,3,0,1,2.63,3.95,4.05,4.24,4.94,1.02,한화 이글스,13003,2023
장민재,투수,0.11,25,13,12,6,0,0,3,8,0,1,69.0,37,46,47.55,308,79,13,2,12,22,5,2,61,4,0,5,4.83,6.0,6.2,6.2,4.83,1.46,한화 이글스,10610,2023
스미스,투수,0.1,1,1,0,0,0,0,0,0,0,0,2.2,2,2,0.8,12,3,0,0,0,0,1,0,2,0,0,0,6.75,6.75,2.7,2.82,3.14,1.13,한화 이글스,15540,2023
류원석,투수,0.03,1,0,1,1,0,0,0,0,0,0,2.0,1,1,1.0,8,1,0,0,0,0,1,0,1,0,0,1,4.5,4.5,4.5,4.13,4.15,0.5,한화 이글스,13251,2023
송윤준,투수,-0.05,4,0,4,1,0,0,0,0,0,0,4.1,4,4,4.0,19,4,2,0,0,2,0,0,3,0,1,0,8.31,8.31,8.31,7.72,3.55,1.38,한화 이글스,10748,2023
류희운,투수,-0.08,3,0,3,1,0,0,0,0,0,0,4.0,5,5,5.0,20,6,1,0,1,2,0,0,4,0,0,0,11.25,11.25,11.25,10.37,5.87,2.0,한화 이글스,12655,2023
박상원,투수,-0.1,55,0,55,40,0,0,5,3,16,0,61.2,25,35,37.75,277,63,9,3,2,29,3,4,57,5,0,2,3.65,5.11,5.51,5.51,3.38,1.49,한화 이글스,12871,2023
윤산흠,투수,-0.12,5,0,5,0,0,0,0,0,0,0,3.0,2,2,2.5,18,3,1,0,0,6,0,0,3,0,0,0,6.0,6.0,7.5,7.3,7.55,3.0,한화 이글스,14196,2023
박준영,투수,-0.16,4,0,4,1,0,0,0,0,0,0,4.1,9,9,5.9,23,2,0,0,0,8,0,0,7,0,0,1,18.69,18.69,12.25,12.19,5.53,2.31,한화 이글스,15014,2023
장지수,투수,-0.17,1,0,1,0,0,0,0,0,0,0,2.0,4,5,5.0,11,4,0,0,0,2,0,0,0,0,0,1,18.0,22.5,22.5,20.63,6.95,3.0,한화 이글스,14178,2023
김재영,투수,-0.19,6,0,6,3,0,0,0,0,0,0,8.0,9,9,8.3,40,13,2,1,2,2,2,0,5,0,0,0,10.13,10.13,9.34,9.41,6.81,1.88,한화 이글스,12547,2023
이충호,투수,-0.21,11,0,11,2,0,0,0,0,0,0,8.2,9,9,8.65,41,12,0,0,2,5,1,0,7,0,0,0,9.35,9.35,8.98,9.5,6.72,1.96,한화 이글스,11116,2023
박윤철,투수,-0.25,3,0,3,1,0,0,0,0,0,0,3.1,8,8,8.0,20,5,2,0,2,5,0,0,1,0,0,1,21.6,21.6,21.6,19.87,14.89,3.0,한화 이글스,14129,2023
남지민,투수,-0.26,16,7,9,5,0,0,1,7,0,0,37.2,27,31,30.15,186,54,12,0,0,13,6,1,23,5,0,3,6.45,7.41,7.2,7.03,3.8,1.78,한화 이글스,14619,2023
김서현,투수,-0.26,20,1,19,1,0,0,0,0,1,0,22.1,18,20,17.95,114,22,4,2,1,23,7,1,26,1,1,3,7.25,8.06,7.23,7.22,5.64,2.01,한화 이글스,15421,2023
김민우,투수,-0.28,12,12,0,0,0,0,1,6,0,0,51.2,40,43,42.5,243,65,16,2,6,28,2,0,43,2,0,5,6.97,7.49,7.4,7.34,4.95,1.8,한화 이글스,11410,2023
한승혁,투수,-0.3,21,7,14,4,0,0,0,3,0,1,36.1,26,27,28.9,176,48,9,0,3,21,3,0,28,2,0,4,6.44,6.69,7.16,7.12,4.95,1.9,한화 이글스,10812,2023
강재민,투수,-0.63,43,0,43,2,0,0,1,3,0,12,43.1,31,31,31.25,189,35,10,1,5,19,8,0,42,1,0,0,6.44,6.44,6.49,6.57,4.73,1.25,한화 이글스,14708,2023
박상언,투수,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,한화 이글스,12587,2023
플럿코,투수,4.97,21,21,0,0,0,0,11,3,0,0,123.1,33,37,37.0,510,115,21,3,5,31,3,1,101,6,0,2,2.41,2.7,2.7,2.74,3.14,1.18,LG 트윈스,15003,2023
켈리,투수,3.93,30,30,0,0,0,0,10,7,0,0,178.2,76,87,81.9,746,183,31,3,10,39,6,1,129,7,0,6,3.83,4.38,4.13,4.27,3.49,1.24,LG 트윈스,13934,2023
임찬규,투수,3.78,30,26,4,1,0,0,14,3,0,1,144.2,55,63,59.75,632,142,22,2,10,54,5,1,103,10,1,1,3.42,3.92,3.72,3.91,4.16,1.35,LG 트윈스,10652,2023
함덕주,투수,2.67,57,0,57,9,0,0,4,0,4,16,55.2,10,12,13.0,222,32,9,1,1,22,2,1,59,3,0,0,1.62,1.94,2.1,2.21,2.69,0.97,LG 트윈스,11094,2023
김진성,투수,2.41,80,0,80,14,0,0,5,1,4,21,70.1,17,17,22.95,270,41,5,1,8,26,0,0,69,1,0,0,2.18,2.18,2.94,3.11,3.9,0.95,LG 트윈스,11166,2023
백승현,투수,2.14,42,0,42,5,0,0,2,0,3,11,40.0,7,7,7.35,162,28,4,0,2,18,0,1,30,3,0,1,1.58,1.58,1.65,1.68,3.89,1.15,LG 트윈스,13009,2023
김윤식,투수,1.68,17,16,1,0,0,0,6,4,0,0,74.2,35,35,33.45,320,86,13,2,4,25,3,0,42,1,0,4,4.22,4.22,4.03,4.26,4.24,1.49,LG 트윈스,14588,2023
유영찬,투수,1.57,67,0,67,10,0,0,6,3,1,12,68.0,26,27,28.05,305,55,14,1,4,40,7,2,55,4,0,8,3.44,3.57,3.71,3.88,4.67,1.4,LG 트윈스,14669,2023
이정용,투수,1.13,37,13,24,9,0,0,7,2,3,1,86.2,40,45,46.4,382,100,20,1,5,19,2,0,50,9,0,3,4.15,4.67,4.82,4.88,3.84,1.37,LG 트윈스,14134,2023
이우찬,투수,1.0,38,0,38,6,0,0,1,3,0,5,38.1,15,15,13.1,157,35,4,0,1,18,2,0,30,2,1,2,3.52,3.52,3.08,3.28,3.82,1.38,LG 트윈스,10749,2023
최동환,투수,0.79,45,0,45,15,0,0,0,0,1,1,42.1,15,18,18.5,189,42,11,0,1,17,3,2,20,5,0,0,3.19,3.83,3.93,4.08,4.41,1.39,LG 트윈스,10535,2023
고우석,투수,0.79,44,0,44,35,0,0,3,8,15,0,44.0,18,19,21.05,190,38,6,0,2,22,4,1,59,1,0,5,3.68,3.89,4.31,4.38,2.8,1.36,LG 트윈스,12907,2023
이지강,투수,0.36,22,12,10,5,0,0,2,5,0,2,68.0,30,45,43.45,299,60,9,0,4,28,9,0,38,7,0,3,3.97,5.96,5.75,5.82,4.84,1.29,LG 트윈스,14143,2023
이상규,투수,0.24,8,0,8,4,0,0,0,0,0,0,7.2,2,2,2.0,34,7,0,0,0,5,0,0,6,1,0,1,2.35,2.35,2.35,2.56,3.91,1.57,LG 트윈스,13245,2023
이상영,투수,0.15,6,2,4,1,0,0,0,1,0,0,11.0,4,5,4.5,54,12,3,0,0,8,3,0,4,1,0,0,3.27,4.09,3.68,3.82,6.04,1.82,LG 트윈스,14135,2023
이민호,투수,0.09,5,5,0,0,0,0,0,2,0,0,19.2,11,13,13.0,91,22,4,0,1,10,0,0,7,4,0,0,5.03,5.95,5.95,6.09,5.14,1.63,LG 트윈스,14589,2023
진해수,투수,0.07,19,0,19,3,0,0,0,0,0,2,14.2,6,8,9.2,72,18,3,0,2,10,0,0,12,1,0,3,3.68,4.91,5.65,5.59,5.54,1.91,LG 트윈스,10075,2023
윤호솔,투수,0.07,4,0,4,1,0,0,0,0,0,0,3.2,1,1,1.5,17,3,1,0,0,3,0,0,4,0,0,0,2.45,2.45,3.68,3.93,3.66,1.64,LG 트윈스,11170,2023
송은범,투수,0.07,4,0,4,1,0,0,0,0,0,0,3.2,1,1,1.7,17,6,0,0,0,3,0,0,2,0,0,0,2.45,2.45,4.17,3.98,5.02,2.45,LG 트윈스,10137,2023
송승기,투수,0.04,1,0,1,1,0,0,0,0,0,0,1.0,0,0,0.0,5,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6.95,2.0,LG 트윈스,14846,2023
채지선,투수,0.03,1,0,1,1,0,0,0,0,0,0,0.2,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.85,0.0,LG 트윈스,11387,2023
오석주,투수,0.0,9,0,9,4,0,0,0,0,0,0,10.0,7,7,7.0,44,12,2,0,2,3,0,0,11,0,0,2,6.3,6.3,6.3,6.71,4.41,1.5,LG 트윈스,12860,2023
박명근,투수,-0.01,57,1,56,12,0,0,4,3,5,9,51.1,29,31,31.7,236,49,9,1,4,28,6,2,40,6,0,1,5.08,5.44,5.56,5.68,4.82,1.5,LG 트윈스,15486,2023
성동현,투수,-0.02,1,0,1,1,0,0,0,0,0,0,1.0,1,1,1.0,6,2,0,0,0,1,0,0,1,0,0,0,9.0,9.0,9.0,9.83,4.45,3.0,LG 트윈스,13103,2023
김영준,투수,-0.02,1,0,1,0,0,0,1,0,0,0,0.1,1,1,0.65,3,1,0,0,0,1,0,0,0,0,0,0,27.0,27.0,17.55,16.31,13.15,6.0,LG 트윈스,13102,2023
강효종,투수,-0.03,7,7,0,0,0,0,1,2,0,0,21.2,15,18,16.3,103,25,3,0,1,12,2,0,14,2,1,0,6.23,7.48,6.77,6.86,4.79,1.71,LG 트윈스,14780,2023
배재준,투수,-0.07,1,0,1,0,0,0,0,0,0,0,1.0,2,2,2.0,6,2,0,1,0,1,0,0,0,0,0,1,18.0,18.0,18.0,19.66,6.95,3.0,LG 트윈스,12697,2023
김동규,투수,-0.09,1,0,1,0,0,0,0,0,0,0,0.1,1,2,2.0,6,0,0,0,0,3,1,0,0,1,0,0,27.0,54.0,54.0,53.7,41.05,9.0,LG 트윈스,15485,2023
최원태,투수,-0.12,9,9,0,0,0,0,3,3,0,0,44.1,33,35,34.65,210,59,6,1,5,17,2,2,40,2,0,1,6.7,7.11,7.03,7.04,4.12,1.71,LG 트윈스,11379,2023
손주영,투수,-0.16,3,2,1,0,0,0,1,0,0,0,8.2,5,7,7.85,46,12,0,0,0,6,0,0,5,3,1,0,5.19,7.27,8.15,8.79,4.55,2.08,LG 트윈스,12908,2023
김대현,투수,-0.16,5,0,5,2,0,0,0,0,0,0,3.1,4,5,4.65,22,8,2,0,1,2,1,0,3,1,0,1,10.8,13.5,12.56,12.83,7.96,3.0,LG 트윈스,12532,2023
최성훈,투수,-0.54,5,0,5,1,0,0,0,0,1,0,3.0,5,5,6.9,17,7,2,0,0,1,0,0,2,0,0,0,15.0,15.0,20.7,22.06,3.22,2.67,LG 트윈스,10851,2023
