선수,포지션,Sort▼,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,WAR,팀,기존pid,연봉(만원),연도,포지션구분,WAAwithPOS,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,pid,WAR▼,oWAR,dWAR,PA,ePA,AB,TB,RBI,SB,CS,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,연봉등급,신인여부,국적,선발투수
이찬혁,투수,-0.07,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,6.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,18.0,18.0,18.0,19.06,4.97,3.0,-0.07,LG 트윈스,12909,3100,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이우찬,투수,-0.16,15,5.0,10.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,34.0,21.0,25.0,23.8,161.0,36.0,3.0,1.0,3.0,25.0,1.0,0.0,27.0,3.0,0.0,0.0,5.56,6.62,6.3,7.08,5.2,1.79,-0.16,LG 트윈스,10749,5000,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김대현,투수,-0.33,4,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,5.0,8.0,7.15,23.0,7.0,4.0,0.0,2.0,3.0,1.0,0.0,4.0,1.0,0.0,0.0,12.27,19.64,17.55,17.98,10.91,2.73,-0.33,LG 트윈스,12532,8000,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박세웅,투수,5.06,28,28.0,0.0,1.0,1.0,1.0,10.0,9.0,0.0,0.0,163.0,72.0,75.0,72.4,685.0,141.0,24.0,0.0,20.0,53.0,10.0,0.0,125.0,7.0,0.0,17.0,3.98,4.14,4.0,3.8,4.51,1.19,5.06,롯데 자이언츠,11310,16500,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스트레일리,투수,4.31,31,31.0,0.0,0.0,0.0,0.0,10.0,12.0,0.0,0.0,165.2,75.0,85.0,81.6,714.0,162.0,25.0,2.0,12.0,67.0,7.0,0.0,164.0,8.0,1.0,8.0,4.07,4.62,4.43,4.24,3.54,1.38,4.31,롯데 자이언츠,14627,90000,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
최준용,투수,2.16,44,0.0,44.0,6.0,0.0,0.0,4.0,2.0,1.0,20.0,47.1,15.0,16.0,14.8,195.0,41.0,7.0,0.0,6.0,16.0,1.0,3.0,45.0,1.0,0.0,1.0,2.85,3.04,2.81,2.69,3.95,1.2,2.16,롯데 자이언츠,14624,4200,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
프랑코,투수,2.11,37,27.0,10.0,1.0,0.0,0.0,9.0,8.0,0.0,1.0,150.0,90.0,97.0,95.95,677.0,147.0,31.0,2.0,20.0,75.0,20.0,0.0,124.0,6.0,1.0,6.0,5.4,5.82,5.76,5.37,5.25,1.48,2.11,롯데 자이언츠,14756,24500,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김원중,투수,2.07,61,0.0,61.0,55.0,0.0,0.0,4.0,4.0,35.0,0.0,62.2,25.0,26.0,27.9,268.0,50.0,8.0,0.0,6.0,28.0,3.0,4.0,64.0,2.0,0.0,8.0,3.59,3.73,4.01,3.78,3.79,1.24,2.07,롯데 자이언츠,10825,17000,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구승민,투수,1.55,68,0.0,68.0,7.0,0.0,0.0,6.0,5.0,0.0,20.0,62.1,30.0,30.0,30.0,262.0,47.0,7.0,2.0,5.0,31.0,4.0,0.0,65.0,1.0,1.0,4.0,4.33,4.33,4.33,4.09,3.86,1.25,1.55,롯데 자이언츠,11291,15000,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이인복,투수,1.27,25,8.0,17.0,9.0,0.0,0.0,3.0,0.0,0.0,1.0,61.1,28.0,31.0,34.05,271.0,75.0,17.0,3.0,5.0,14.0,5.0,1.0,45.0,3.0,0.0,0.0,4.11,4.55,5.0,4.87,3.81,1.45,1.27,롯데 자이언츠,11232,4800,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이승헌,투수,0.78,16,12.0,4.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,57.2,37.0,39.0,36.25,278.0,65.0,10.0,0.0,2.0,43.0,7.0,0.0,31.0,3.0,1.0,11.0,5.77,6.09,5.66,5.3,5.52,1.87,0.78,롯데 자이언츠,13146,4200,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김도규,투수,0.36,43,0.0,43.0,7.0,0.0,0.0,2.0,1.0,0.0,5.0,42.0,27.0,28.0,26.35,182.0,41.0,5.0,1.0,3.0,22.0,0.0,1.0,39.0,1.0,0.0,2.0,5.79,6.0,5.65,5.49,3.92,1.5,0.36,롯데 자이언츠,13148,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김진욱,투수,0.27,39,5.0,34.0,2.0,0.0,0.0,4.0,6.0,0.0,8.0,45.2,32.0,32.0,33.35,227.0,42.0,9.0,0.0,3.0,49.0,3.0,3.0,45.0,0.0,0.0,15.0,6.31,6.31,6.57,6.1,5.62,1.99,0.27,롯데 자이언츠,14792,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
최영환,투수,0.26,20,7.0,13.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,40.2,28.0,30.0,28.65,181.0,45.0,10.0,0.0,4.0,24.0,2.0,0.0,28.0,0.0,0.0,4.0,6.2,6.64,6.34,6.17,5.2,1.7,0.26,롯데 자이언츠,11276,3500,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
진명호,투수,0.22,33,0.0,33.0,3.0,0.0,0.0,2.0,2.0,0.0,3.0,24.1,13.0,14.0,15.5,107.0,20.0,5.0,0.0,3.0,14.0,2.0,0.0,24.0,1.0,0.0,1.0,4.81,5.18,5.73,5.45,4.81,1.4,0.22,롯데 자이언츠,10301,7500,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김대우,투수,0.21,39,0.0,39.0,4.0,0.0,0.0,2.0,2.0,0.0,9.0,35.1,20.0,22.0,23.2,160.0,32.0,7.0,0.0,4.0,24.0,4.0,0.0,31.0,3.0,0.0,5.0,5.09,5.6,5.91,5.61,5.38,1.58,0.21,롯데 자이언츠,10271,5000,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김건국,투수,0.13,13,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,16.0,16.0,15.3,104.0,27.0,8.0,0.0,3.0,14.0,0.0,0.0,17.0,1.0,0.0,2.0,6.55,6.55,6.26,6.12,5.43,1.86,0.13,롯데 자이언츠,12944,6000,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나균안,투수,0.1,23,7.0,16.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,46.1,33.0,36.0,35.45,223.0,62.0,13.0,0.0,4.0,24.0,0.0,0.0,27.0,5.0,1.0,1.0,6.41,6.99,6.89,6.53,4.94,1.86,0.1,롯데 자이언츠,12930,4300,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박선우,투수,0.08,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.62,0.5,0.08,롯데 자이언츠,12569,3300,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
배성근,유격수,0.08,2,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07,1.5,0.08,롯데 자이언츠,13279,3200,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
윤성빈,투수,0.04,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.87,1.0,0.04,롯데 자이언츠,12928,3100,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김민수,3루수,0.04,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.37,1.0,0.04,롯데 자이언츠,12931,3200,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
추재현,우익수,0.04,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.97,2.0,0.04,롯데 자이언츠,13094,3400,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오윤석,2루수,0.03,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77,0.0,0.03,롯데 자이언츠,11397,6000,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강동호,투수,0.01,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,1.0,1.0,7.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,6.75,6.75,6.75,6.07,6.54,1.5,0.01,롯데 자이언츠,12927,3500,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
정우준,투수,0.0,6,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,6.0,6.0,4.45,29.0,6.0,2.0,0.0,1.0,5.0,2.0,0.0,4.0,0.0,0.0,0.0,9.53,9.53,7.07,6.91,7.93,1.94,0.0,롯데 자이언츠,14795,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
홍민기,투수,-0.01,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,1.0,0.5,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,13.5,12.14,22.37,6.0,-0.01,롯데 자이언츠,14625,3100,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강태율,포수,-0.02,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.7,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,17.0,3.77,6.0,-0.02,롯데 자이언츠,11388,3200,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박재민,투수,-0.07,5,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,5.0,5.0,3.65,13.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,16.88,16.88,12.32,11.13,8.68,1.88,-0.07,롯데 자이언츠,14623,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나원탁,투수,-0.09,2,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,10.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,13.5,13.5,13.5,15.48,4.67,2.0,-0.09,롯데 자이언츠,12935,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이강준,투수,-0.13,11,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,6.0,7.0,6.1,34.0,7.0,1.0,0.0,1.0,9.0,2.0,0.0,4.0,0.0,0.0,2.0,9.53,11.12,9.69,8.79,10.12,2.82,-0.13,롯데 자이언츠,14601,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오현택,투수,-0.14,20,0.0,20.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,16.1,12.0,13.0,14.0,87.0,28.0,7.0,0.0,2.0,8.0,1.0,2.0,8.0,1.0,0.0,0.0,6.61,7.16,7.71,7.09,5.33,2.2,-0.14,롯데 자이언츠,10210,7500,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
정성종,투수,-0.15,12,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,12.0,12.85,65.0,19.0,1.0,0.0,2.0,8.0,1.0,0.0,4.0,2.0,0.0,2.0,8.25,9.0,9.64,9.3,7.24,2.25,-0.15,롯데 자이언츠,13147,4800,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김동우,투수,-0.17,5,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,7.0,7.35,30.0,10.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0,1.0,0.0,2.0,10.8,12.6,13.23,13.1,7.75,3.0,-0.17,롯데 자이언츠,13149,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강윤구,투수,-0.18,21,0.0,21.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,14.0,11.0,11.0,12.85,67.0,16.0,3.0,0.0,2.0,12.0,1.0,1.0,12.0,0.0,0.0,0.0,7.07,7.07,8.26,7.48,5.98,2.0,-0.18,롯데 자이언츠,10423,10000,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김유영,투수,-0.26,26,0.0,26.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,18.2,15.0,16.0,18.1,92.0,21.0,4.0,0.0,1.0,14.0,2.0,0.0,17.0,1.0,0.0,2.0,7.23,7.71,8.73,8.35,4.78,1.88,-0.26,롯데 자이언츠,11229,4500,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서준원,투수,-0.3,26,8.0,18.0,3.0,0.0,0.0,1.0,3.0,0.0,3.0,54.0,44.0,46.0,46.9,257.0,72.0,13.0,2.0,5.0,29.0,2.0,3.0,37.0,2.0,0.0,1.0,7.33,7.67,7.82,7.6,4.82,1.87,-0.3,롯데 자이언츠,14159,8500,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
노경은,투수,-0.31,14,11.0,3.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,56.1,46.0,50.0,50.85,269.0,79.0,16.0,1.0,11.0,24.0,4.0,0.0,35.0,2.0,0.0,3.0,7.35,7.99,8.12,7.85,6.08,1.83,-0.31,롯데 자이언츠,10203,20000,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김창훈,투수,-0.33,6,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,10.0,10.7,41.0,13.0,4.0,0.0,1.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,11.25,11.25,12.04,11.72,5.7,2.38,-0.33,롯데 자이언츠,14793,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한승혁,투수,-0.39,7,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,6.0,7.7,25.0,6.0,1.0,0.0,1.0,5.0,1.0,0.0,5.0,1.0,0.0,2.0,13.5,13.5,17.33,15.76,8.27,2.75,-0.39,롯데 자이언츠,12590,3400,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박진형,투수,-0.52,22,0.0,22.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,16.0,14.0,14.0,16.95,81.0,25.0,6.0,2.0,1.0,10.0,0.0,1.0,23.0,0.0,0.0,0.0,7.88,7.88,9.53,8.9,2.66,2.19,-0.52,롯데 자이언츠,11425,12000,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송재영,투수,-0.59,19,0.0,19.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,14.2,22.0,23.0,19.6,79.0,24.0,6.0,0.0,3.0,12.0,1.0,0.0,13.0,1.0,0.0,1.0,13.5,14.11,12.03,11.04,6.73,2.45,-0.59,롯데 자이언츠,14794,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
멩덴,투수,3.28,21,21.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,120.0,48.0,53.0,51.95,502.0,109.0,18.0,2.0,12.0,35.0,8.0,0.0,104.0,7.0,3.0,2.0,3.6,3.97,3.9,3.95,3.9,1.2,3.28,KIA 타이거즈,14755,42500,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
임기영,투수,3.17,28,28.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,153.0,83.0,85.0,78.95,662.0,155.0,29.0,1.0,15.0,45.0,11.0,0.0,129.0,7.0,2.0,6.0,4.88,5.0,4.64,4.54,3.96,1.31,3.17,KIA 타이거즈,10909,10000,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이의리,투수,2.76,19,19.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,94.2,38.0,42.0,41.0,404.0,69.0,11.0,0.0,6.0,56.0,2.0,0.0,93.0,6.0,0.0,5.0,3.61,3.99,3.9,3.79,3.96,1.32,2.76,KIA 타이거즈,14788,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
정해영,투수,2.69,64,0.0,64.0,58.0,0.0,0.0,5.0,4.0,34.0,0.0,65.1,16.0,18.0,22.8,272.0,49.0,10.0,0.0,5.0,28.0,4.0,1.0,49.0,2.0,0.0,1.0,2.2,2.48,3.14,3.1,4.27,1.18,2.69,KIA 타이거즈,14608,7000,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장현식,투수,2.56,69,0.0,69.0,5.0,0.0,0.0,1.0,5.0,1.0,34.0,76.2,28.0,28.0,29.4,336.0,67.0,7.0,1.0,7.0,42.0,3.0,1.0,80.0,3.0,0.0,8.0,3.29,3.29,3.45,3.48,4.06,1.42,2.56,KIA 타이거즈,11164,10500,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
브룩스,투수,2.27,13,13.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,78.0,29.0,34.0,32.1,333.0,93.0,12.0,1.0,4.0,16.0,1.0,0.0,55.0,4.0,0.0,0.0,3.35,3.92,3.7,3.77,3.29,1.4,2.27,KIA 타이거즈,14610,100000,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
윤중현,투수,1.38,30,13.0,17.0,6.0,0.0,0.0,5.0,6.0,0.0,2.0,82.2,36.0,44.0,42.6,373.0,91.0,7.0,1.0,7.0,31.0,14.0,0.0,33.0,10.0,0.0,2.0,3.92,4.79,4.64,4.76,5.46,1.48,1.38,KIA 타이거즈,13122,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
다카하시,투수,0.44,7,7.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,36.2,20.0,22.0,22.0,168.0,46.0,4.0,0.0,4.0,12.0,4.0,0.0,46.0,2.0,0.0,4.0,4.91,5.4,5.4,5.4,3.28,1.58,0.44,KIA 타이거즈,14994,6000,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전상현,투수,0.37,15,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,13.0,5.0,6.0,5.15,59.0,15.0,3.0,0.0,1.0,6.0,0.0,0.0,8.0,0.0,0.0,1.0,3.46,4.15,3.57,3.6,4.57,1.62,0.37,KIA 타이거즈,12537,14000,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김재열,투수,0.3,24,0.0,24.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,32.2,14.0,18.0,19.55,152.0,28.0,4.0,0.0,4.0,18.0,4.0,0.0,18.0,5.0,2.0,1.0,3.86,4.96,5.39,5.45,5.93,1.41,0.3,KIA 타이거즈,14747,3200,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장지수,투수,0.29,9,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,5.0,6.0,6.0,67.0,9.0,2.0,0.0,1.0,13.0,3.0,0.0,5.0,1.0,0.0,1.0,3.14,3.77,3.77,3.78,7.19,1.53,0.29,KIA 타이거즈,14178,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한승혁,투수,0.24,8,5.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,23.2,12.0,15.0,14.5,103.0,25.0,5.0,1.0,0.0,10.0,2.0,0.0,17.0,4.0,0.0,2.0,4.56,5.7,5.51,5.53,3.54,1.48,0.24,KIA 타이거즈,10812,5000,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김현준,투수,0.2,19,0.0,19.0,7.0,0.0,0.0,0.0,1.0,0.0,2.0,19.2,12.0,13.0,11.8,83.0,15.0,1.0,0.0,4.0,12.0,0.0,0.0,19.0,0.0,0.0,0.0,5.49,5.95,5.4,5.19,5.66,1.37,0.2,KIA 타이거즈,12533,3100,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장민기,투수,0.15,21,0.0,21.0,7.0,0.0,0.0,2.0,1.0,0.0,2.0,23.1,9.0,11.0,14.75,114.0,13.0,3.0,1.0,1.0,29.0,4.0,0.0,22.0,1.0,0.0,2.0,3.47,4.24,5.69,5.51,6.3,1.8,0.15,KIA 타이거즈,14789,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박건우,투수,0.12,3,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,1.0,0.12,KIA 타이거즈,14786,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박진태,투수,0.0,59,0.0,59.0,10.0,0.0,0.0,3.0,3.0,0.0,9.0,65.0,43.0,44.0,44.9,305.0,68.0,10.0,0.0,6.0,36.0,13.0,0.0,45.0,3.0,0.0,5.0,5.95,6.09,6.22,6.12,5.47,1.6,0.0,KIA 타이거즈,12913,5000,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
황윤호,3루수,-0.05,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.7,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,22.95,21.79,3.77,3.0,-0.05,KIA 타이거즈,11363,4500,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
변시원,투수,-0.06,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,2.0,1.5,7.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,20.25,20.31,22.37,6.0,-0.06,KIA 타이거즈,10882,4000,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
최정용,2루수,-0.07,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.55,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.85,44.31,3.77,3.0,-0.07,KIA 타이거즈,11407,3800,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
차명진,투수,-0.09,4,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.2,9.0,9.0,8.65,57.0,12.0,3.0,0.0,1.0,13.0,1.0,0.0,6.0,0.0,0.0,0.0,7.59,7.59,7.3,7.76,7.54,2.34,-0.09,KIA 타이거즈,11263,3300,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이준영,투수,-0.13,50,1.0,49.0,4.0,0.0,0.0,3.0,2.0,1.0,9.0,35.2,22.0,25.0,24.7,159.0,30.0,5.0,0.0,3.0,19.0,0.0,1.0,26.0,5.0,0.0,3.0,5.55,6.31,6.23,6.47,4.51,1.37,-0.13,KIA 타이거즈,11303,6000,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박준표,투수,-0.15,32,0.0,32.0,2.0,0.0,0.0,2.0,4.0,0.0,4.0,32.0,21.0,24.0,22.5,158.0,42.0,9.0,1.0,3.0,17.0,9.0,0.0,18.0,2.0,0.0,0.0,5.91,6.75,6.33,6.37,5.99,1.84,-0.15,KIA 타이거즈,11070,16000,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
최용준,투수,-0.21,3,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.1,10.0,10.0,8.45,39.0,11.0,4.0,1.0,3.0,7.0,1.0,0.0,6.0,1.0,0.0,0.0,14.21,14.21,12.01,11.89,10.95,2.84,-0.21,KIA 타이거즈,14658,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
