선수,연봉(만원),WAR,WAR당 연봉,팀,pid,연도
정현승,3000.0,0.03,99423,SSG 랜더스,16043,2025
최현석,3000.0,0.02,123599,SSG 랜더스,16041,2025
박기호,3000.0,0.31,9574,SSG 랜더스,16040,2025
임근우,3000.0,-,-,SSG 랜더스,15122,2025
이승민,3000.0,-,-,SSG 랜더스,16039,2025
데이비슨,168000.0,1.35,124888,NC 다이노스,16066,2025
박민우,90000.0,4.34,20759,NC 다이노스,11137,2025
로건,78400.0,2.52,31159,NC 다이노스,16350,2025
라일리,72800.0,3.11,23391,NC 다이노스,16349,2025
박건우,70000.0,1.33,52483,NC 다이노스,10189,2025
박세혁,60000.0,-0.55,-108905,NC 다이노스,10891,2025
손아섭,50000.0,2.06,24225,NC 다이노스,10261,2025
권희동,22500.0,1.74,12939,NC 다이노스,11172,2025
이용찬,20000.0,-0.16,-126049,NC 다이노스,10217,2025
김영규,20000.0,0.13,158607,NC 다이노스,13088,2025
김주원,20000.0,3.00,6657,NC 다이노스,14765,2025
임정호,20000.0,-0.35,-56426,NC 다이노스,11168,2025
신민혁,18000.0,1.75,10273,NC 다이노스,13085,2025
이재학,18000.0,-,-,NC 다이노스,10220,2025
김휘집,17500.0,1.31,13396,NC 다이노스,14785,2025
서호철,17500.0,-0.63,-27831,NC 다이노스,14220,2025
류진욱,13500.0,0.52,25881,NC 다이노스,11355,2025
김시훈,13500.0,-0.26,-50995,NC 다이노스,13080,2025
김재열,12000.0,-0.44,-27436,NC 다이노스,14747,2025
박시원,12000.0,-0.44,-27354,NC 다이노스,14597,2025
김형준,11000.0,1.44,7661,NC 다이노스,13081,2025
구창모,10000.0,-,-,NC 다이노스,11353,2025
도태훈,8000.0,0.00,3512947,NC 다이노스,12560,2025
최성영,8000.0,-0.33,-24060,NC 다이노스,12565,2025
천재환,7600.0,0.28,27168,NC 다이노스,13261,2025
한재승,7500.0,0.33,22734,NC 다이노스,14764,2025
최정원,7000.0,1.03,6791,NC 다이노스,14221,2025
안중열,6600.0,-0.38,-17208,NC 다이노스,11329,2025
배재환,5500.0,0.72,7643,NC 다이노스,11248,2025
오영수,5100.0,0.12,43600,NC 다이노스,13082,2025
김진호,5000.0,0.89,5640,NC 다이노스,12897,2025
김태경,5000.0,-0.27,-18289,NC 다이노스,14593,2025
조민석,5000.0,0.13,37471,NC 다이노스,15119,2025
김한별,3800.0,0.39,9832,NC 다이노스,14716,2025
전사민,3800.0,-0.12,-31023,NC 다이노스,14156,2025
한석현,3700.0,0.32,11560,NC 다이노스,13250,2025
임상현,3700.0,-0.02,-150884,NC 다이노스,16053,2025
박한결,3500.0,-0.07,-52977,NC 다이노스,15451,2025
김태현,3500.0,-0.02,-192599,NC 다이노스,12898,2025
박동수,3400.0,-,-,NC 다이노스,15112,2025
오장한,3300.0,-,-,NC 다이노스,14767,2025
송승환,3200.0,-0.19,-16736,NC 다이노스,14172,2025
오태양,3100.0,-0.06,-53461,NC 다이노스,14766,2025
전루건,3100.0,-,-,NC 다이노스,14171,2025
소이현,3100.0,0.23,13716,NC 다이노스,12900,2025
최보성,3100.0,-,-,NC 다이노스,13087,2025
박영빈,3100.0,0.09,35618,NC 다이노스,14661,2025
홍재문,3000.0,-,-,NC 다이노스,16341,2025
유재현,3000.0,-,-,NC 다이노스,16342,2025
김태훈,3000.0,-0.06,-50114,NC 다이노스,16340,2025
이세민,3000.0,-,-,NC 다이노스,16343,2025
장창훈,3000.0,-,-,NC 다이노스,16346,2025
양가온솔,3000.0,-,-,NC 다이노스,16347,2025
조창연,3000.0,-,-,NC 다이노스,16348,2025
신민우,3000.0,-,-,NC 다이노스,16345,2025
정현창,3000.0,-0.11,-26341,NC 다이노스,16344,2025
김녹원,3000.0,0.00,754578,NC 다이노스,15113,2025
이준혁,3000.0,-0.19,-15583,NC 다이노스,15111,2025
조효원,3000.0,-,-,NC 다이노스,15055,2025
박주현,3000.0,-,-,NC 다이노스,13175,2025
박주찬,3000.0,-,-,NC 다이노스,14219,2025
김범준,3000.0,-0.02,-137356,NC 다이노스,14222,2025
한재환,3000.0,0.04,79425,NC 다이노스,14659,2025
박지한,3000.0,-,-,NC 다이노스,14650,2025
서의태,3000.0,-,-,NC 다이노스,12574,2025
안인산,3000.0,-,-,NC 다이노스,14598,2025
김준원,3000.0,-,-,NC 다이노스,16063,2025
고승완,3000.0,-0.12,-24663,NC 다이노스,16061,2025
조현민,3000.0,-,-,NC 다이노스,16060,2025
원종해,3000.0,-,-,NC 다이노스,16059,2025
김세훈,3000.0,-,-,NC 다이노스,16058,2025
손주환,3000.0,0.95,3154,NC 다이노스,16057,2025
최우석,3000.0,-0.06,-52324,NC 다이노스,16056,2025
김휘건,3000.0,-,-,NC 다이노스,16052,2025
박인우,3000.0,-,-,NC 다이노스,16051,2025
김태호,3000.0,-,-,NC 다이노스,16050,2025
김민규,3000.0,-0.11,-26338,NC 다이노스,16049,2025
서준교,3000.0,-,-,NC 다이노스,15120,2025
신성호,3000.0,-,-,NC 다이노스,15456,2025
김정호,3000.0,0.17,18157,NC 다이노스,14829,2025
목지훈,3000.0,0.21,14585,NC 다이노스,15453,2025
신용석,3000.0,-,-,NC 다이노스,15452,2025
신영우,3000.0,-0.06,-49139,NC 다이노스,15450,2025
노재원,3000.0,-,-,NC 다이노스,16012,2025
최윤혁,0.0,-,-,NC 다이노스,16374,2025
김동현,0.0,-,-,NC 다이노스,16375,2025
양의지,160000.0,3.93,40752,두산 베어스,10165,2025
케이브,130000.0,3.52,31799,두산 베어스,16300,2025
콜어빈,112000.0,1.66,67399,두산 베어스,16298,2025
김재환,100000.0,1.54,65036,두산 베어스,10643,2025
잭로그,98000.0,3.44,28516,두산 베어스,16299,2025
정수빈,60000.0,2.55,23567,두산 베어스,10195,2025
곽빈,38000.0,0.89,42931,두산 베어스,13061,2025
강승호,37000.0,1.59,23268,두산 베어스,11087,2025
양석환,30000.0,0.96,31202,두산 베어스,11213,2025
홍건희,30000.0,0.03,1042499,두산 베어스,10696,2025
최원준,22500.0,0.97,23214,두산 베어스,12852,2025
조수행,20000.0,-0.31,-64098,두산 베어스,12524,2025
이영하,18000.0,0.61,29714,두산 베어스,12568,2025
김명신,16500.0,-0.16,-102747,두산 베어스,12847,2025
김택연,14000.0,0.64,21887,두산 베어스,16067,2025
이병헌,13000.0,-0.02,-598477,두산 베어스,15099,2025
박치국,11000.0,0.20,54748,두산 베어스,12850,2025
김기연,11000.0,0.50,22160,두산 베어스,12549,2025
이유찬,10500.0,0.70,14960,두산 베어스,12894,2025
최지강,9500.0,-0.50,-19075,두산 베어스,15127,2025
최승용,8500.0,0.73,11592,두산 베어스,14770,2025
박준영,8500.0,0.20,42106,두산 베어스,12522,2025
고효준,8000.0,-0.35,-22543,두산 베어스,10124,2025
김민석,7500.0,-0.74,-10161,두산 베어스,15253,2025
김인태,7200.0,0.71,10208,두산 베어스,11098,2025
박계범,6800.0,0.08,87794,두산 베어스,11198,2025
추재현,6000.0,-0.21,-28736,두산 베어스,13094,2025
최준호,5800.0,-0.23,-25745,두산 베어스,15508,2025
박정수,5200.0,-0.08,-68441,두산 베어스,11300,2025
장승현,4800.0,-0.12,-41718,두산 베어스,11097,2025
이승진,4400.0,-,-,두산 베어스,12678,2025
김민규,4200.0,0.28,14994,두산 베어스,13072,2025
김대한,4200.0,-0.13,-31872,두산 베어스,14170,2025
이교훈,3800.0,-,-,두산 베어스,14173,2025
권휘,3700.0,-,-,두산 베어스,13665,2025
전다민,3500.0,-0.17,-20910,두산 베어스,16072,2025
남호,3500.0,-,-,두산 베어스,14139,2025
최종인,3500.0,0.00,-1112609,두산 베어스,14733,2025
김민혁,3420.0,0.17,19863,두산 베어스,12970,2025
홍성호,3300.0,-,-,두산 베어스,12606,2025
김호준,3300.0,-0.19,-17616,두산 베어스,13268,2025
김유성,3300.0,-0.13,-25210,두산 베어스,15509,2025
박웅,3300.0,-,-,두산 베어스,14731,2025
여동건,3300.0,-0.05,-61750,두산 베어스,16068,2025
박지훈,3240.0,-0.12,-27228,두산 베어스,14736,2025
박신지,3200.0,0.22,14270,두산 베어스,13070,2025
박민준,3100.0,-0.05,-57614,두산 베어스,15515,2025
박성재,3100.0,-,-,두산 베어스,14838,2025
김도윤,3100.0,-,-,두산 베어스,14768,2025
임종성,3100.0,0.77,4038,두산 베어스,16069,2025
박지호,3100.0,-,-,두산 베어스,16071,2025
류현준,3100.0,-0.23,-13339,두산 베어스,16076,2025
오명진,3100.0,2.45,1265,두산 베어스,14737,2025
장규빈,3100.0,-,-,두산 베어스,14570,2025
손율기,3000.0,-,-,두산 베어스,16074,2025
이한별,3000.0,-,-,두산 베어스,16399,2025
최우혁,3000.0,-,-,두산 베어스,16297,2025
연서준,3000.0,-,-,두산 베어스,16296,2025
주양준,3000.0,-,-,두산 베어스,16295,2025
김성재,3000.0,-,-,두산 베어스,16294,2025
양재훈,3000.0,0.06,48194,두산 베어스,16293,2025
한다현,3000.0,-,-,두산 베어스,16292,2025
이선우,3000.0,-0.20,-14728,두산 베어스,16291,2025
김준상,3000.0,-0.13,-23002,두산 베어스,16363,2025
황희천,3000.0,-,-,두산 베어스,16290,2025
김한중,3000.0,0.01,329272,두산 베어스,16365,2025
홍민규,3000.0,-0.19,-15621,두산 베어스,16289,2025
최민석,3000.0,1.02,2954,두산 베어스,16288,2025
박준순,3000.0,0.79,3821,두산 베어스,16287,2025
양현진,3000.0,-,-,두산 베어스,14840,2025
최우인,3000.0,-,-,두산 베어스,14818,2025
강동형,3000.0,-,-,두산 베어스,15106,2025
윤태호,3000.0,-,-,두산 베어스,15104,2025
신민철,3000.0,-,-,두산 베어스,15102,2025
김동준,3000.0,-0.34,-8875,두산 베어스,15100,2025
지강혁,3000.0,-,-,두산 베어스,14192,2025
김정우,3000.0,-0.08,-38733,두산 베어스,13124,2025
강현구,3000.0,-,-,두산 베어스,14773,2025
조제영,3000.0,-,-,두산 베어스,14732,2025
최세창,3000.0,-,-,두산 베어스,14574,2025
제환유,3000.0,-0.02,-133362,두산 베어스,14573,2025
이주엽,3000.0,-,-,두산 베어스,14572,2025
김무빈,3000.0,-,-,두산 베어스,16073,2025
김태완,3000.0,-,-,두산 베어스,16075,2025
천현재,3000.0,-,-,두산 베어스,15128,2025
이민석,3000.0,-,-,두산 베어스,15129,2025
김민호,0.0,-,-,두산 베어스,16362,2025
김지윤,0.0,-,-,두산 베어스,16364,2025
박민제,0.0,-,-,두산 베어스,16366,2025
박연준,0.0,-,-,두산 베어스,16367,2025
푸이그,130000.0,-0.05,-2672470,키움 히어로즈,15004,2025
로젠버그,91000.0,2.40,40821,키움 히어로즈,16339,2025
카디네스,58500.0,-0.26,-243277,키움 히어로즈,16156,2025
이형종,60000.0,0.19,319022,키움 히어로즈,12516,2025
원종현,50000.0,-0.61,-81844,키움 히어로즈,11161,2025
스톤,49000.0,-0.92,-53452,키움 히어로즈,16393,2025
알칸타라,35000.0,1.55,22610,키움 히어로즈,13941,2025
송성문,30000.0,5.11,5868,키움 히어로즈,11376,2025
이원석,30000.0,-0.07,-405093,키움 히어로즈,10180,2025
최주환,30000.0,-0.62,-48121,키움 히어로즈,10182,2025
이용규,20000.0,-0.16,-123634,키움 히어로즈,10035,2025
하영민,16500.0,1.97,8356,키움 히어로즈,11222,2025
김성민,11000.0,-0.19,-57597,키움 히어로즈,12918,2025
이주형,11000.0,3.62,3040,키움 히어로즈,14591,2025
김재현,10000.0,-0.11,-92591,키움 히어로즈,10870,2025
김태진,9000.0,-0.34,-26409,키움 히어로즈,11244,2025
김선기,8400.0,0.18,46764,키움 히어로즈,13092,2025
주승우,7700.0,1.52,5064,키움 히어로즈,15067,2025
윤석원,6000.0,-0.27,-22118,키움 히어로즈,15071,2025
임병욱,6000.0,-0.52,-11519,키움 히어로즈,11226,2025
임지열,5800.0,2.20,2632,키움 히어로즈,11225,2025
변상권,5500.0,-0.13,-40744,키움 히어로즈,13223,2025
강진성,5500.0,-0.21,-26111,키움 히어로즈,11148,2025
김건희,5200.0,0.31,16537,키움 히어로즈,15472,2025
김동엽,5000.0,-0.11,-45326,키움 히어로즈,12548,2025
장재영,4600.0,-0.26,-17792,키움 히어로즈,14784,2025
박수종,4500.0,-0.10,-42980,키움 히어로즈,15132,2025
김인범,4500.0,-,-,키움 히어로즈,14480,2025
고영우,4500.0,-0.24,-18892,키움 히어로즈,16128,2025
김윤하,4500.0,-0.08,-54953,키움 히어로즈,16123,2025
웰스,4200.0,0.60,7059,키움 히어로즈,16398,2025
장필준,4000.0,-,-,키움 히어로즈,11404,2025
원성준,4000.0,0.10,39176,키움 히어로즈,16136,2025
김웅빈,4000.0,-0.21,-19063,키움 히어로즈,12503,2025
오선진,4000.0,-0.18,-22589,키움 히어로즈,10557,2025
오석주,3900.0,-0.06,-62428,키움 히어로즈,12860,2025
김연주,3800.0,-0.06,-67384,키움 히어로즈,16127,2025
김동헌,3800.0,0.23,16876,키움 히어로즈,15473,2025
주성원,3800.0,0.49,7777,키움 히어로즈,14133,2025
조영건,3800.0,0.00,-1418789,키움 히어로즈,14132,2025
박주홍,3700.0,-0.34,-10856,키움 히어로즈,14580,2025
박주성,3700.0,0.24,15323,키움 히어로즈,14130,2025
이주형,3700.0,0.16,22746,키움 히어로즈,14855,2025
이종민,3600.0,-,-,키움 히어로즈,14576,2025
박윤성,3500.0,-0.15,-22895,키움 히어로즈,15475,2025
양지율,3500.0,-0.36,-9763,키움 히어로즈,12854,2025
김병휘,3500.0,0.03,105378,키움 히어로즈,14577,2025
전준표,3200.0,-0.22,-14270,키움 히어로즈,16122,2025
이재상,3200.0,-0.08,-41178,키움 히어로즈,16124,2025
이강준,3200.0,-0.17,-18590,키움 히어로즈,14601,2025
이승원,3200.0,-0.12,-26687,키움 히어로즈,15476,2025
김동규,3100.0,-,-,키움 히어로즈,15485,2025
손현기,3100.0,-0.12,-26780,키움 히어로즈,16125,2025
박범준,3100.0,-,-,키움 히어로즈,16133,2025
오혜성,3000.0,-,-,키움 히어로즈,16337,2025
정세영,3000.0,-0.04,-82605,키움 히어로즈,16335,2025
권혁빈,3000.0,-0.20,-14642,키움 히어로즈,16334,2025
박정훈,3000.0,-0.03,-119888,키움 히어로즈,16330,2025
정동준,3000.0,-,-,키움 히어로즈,16338,2025
임진묵,3000.0,-0.04,-74236,키움 히어로즈,16336,2025
여동욱,3000.0,-0.14,-21745,키움 히어로즈,16329,2025
윤현,3000.0,-0.74,-4031,키움 히어로즈,16331,2025
전태현,3000.0,0.06,51120,키움 히어로즈,16332,2025
어준서,3000.0,-1.61,-1869,키움 히어로즈,16328,2025
이준우,3000.0,-0.37,-8027,키움 히어로즈,16384,2025
정현우,3000.0,0.04,83762,키움 히어로즈,16325,2025
김서준,3000.0,-0.14,-20926,키움 히어로즈,16326,2025
염승원,3000.0,-,-,키움 히어로즈,16327,2025
양현종,3000.0,-0.20,-15332,키움 히어로즈,16333,2025
양경식,3000.0,-,-,키움 히어로즈,14853,2025
심휘윤,3000.0,-,-,키움 히어로즈,16135,2025
박채울,3000.0,-,-,키움 히어로즈,16132,2025
김지성,3000.0,-,-,키움 히어로즈,16131,2025
송지후,3000.0,-0.34,-8727,키움 히어로즈,16130,2025
김주훈,3000.0,-,-,키움 히어로즈,16129,2025
서유신,3000.0,-0.24,-12551,키움 히어로즈,15483,2025
박성빈,3000.0,-,-,키움 히어로즈,15479,2025
이우석,1500.0,-,-,키움 히어로즈,11360,2025
손힘찬,0.0,-0.07,-,키움 히어로즈,16385,2025
