,Name,Team,WAAwithPOS,G_x,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,pid,WAR,G_y,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,연봉(만원)
306,알포드,23 LF,-0.057,113,110,863.0,217,209,5,3,0.986,2.232,5.1,-1.23,0.05,0.0,0.0,,0.0,0.0,3.92,4.995,-4.48,-0.56,0.4,151448,3.85,133,3.45,0.4,547,546,491,83,142,31,3,15,224,70,17,4,47,6,1,140,6,0,3,0.289,0.356,0.456,0.812,0.15,123.5,100000
307,김석환,23 LF,-0.155,9,5,51.0,34,33,1,0,1.0,6.0,-1.26,-0.17,0.09,0.0,0.0,,0.0,0.0,-1.35,-21.6,-0.17,-1.52,-0.138,129170,-0.43,12,-0.3,-0.14,26,25,23,1,3,1,0,0,4,3,0,0,2,0,0,9,1,1,0,0.13,0.2,0.174,0.374,-0.006,-4.7,3500
308,이우성,23 RF,0.185,128,93,793.0,182,177,4,1,0.995,2.054,2.5,0.21,0.98,0.0,0.0,,0.0,0.0,3.69,4.151,-1.878,1.812,0.376,110990,2.3,126,1.92,0.38,400,393,355,39,107,17,0,8,148,58,8,1,31,5,4,81,10,6,3,0.301,0.363,0.417,0.78,0.141,122.4,5500
309,박정우,23 RF,0.197,14,1,30.0,7,7,0,0,1.0,2.1,1.33,0.61,0.05,0.0,0.0,,0.0,0.0,1.99,20.469,-0.056,1.934,0.203,128690,0.24,21,0.03,0.2,12,9,9,2,3,0,0,0,3,0,0,0,0,0,0,1,0,3,0,0.333,0.333,0.333,0.666,0.093,80.3,3600
310,변우혁,23 1B,-0.675,75,56,462.0,368,317,42,9,0.976,6.994,-3.24,0.0,-1.09,0.15,0.0,,0.0,0.0,-4.31,-8.275,-2.303,-6.613,-0.44,141240,-0.33,83,0.11,-0.44,226,226,200,23,45,4,0,7,70,24,0,0,23,3,1,74,4,0,0,0.225,0.314,0.35,0.664,0.1,88.1,3500
311,서동욱,23 RF,0.027,6,5,31.0,10,10,0,0,1.0,2.903,0.87,-0.13,0.07,0.0,-0.29,,-0.27,0.0,0.33,7.92,-0.067,0.263,0.034,156242,-0.12,13,-0.15,0.03,20,20,17,2,2,1,0,0,3,0,0,0,3,0,0,5,1,0,0,0.118,0.25,0.176,0.426,0.029,24.2,3000
312,전준우,23 LF,-0.493,47,43,336.0,107,101,4,2,0.981,2.812,-2.79,-0.26,0.1,0.0,0.0,,0.0,0.0,-3.3,-10.111,-1.533,-4.833,-0.337,102662,3.41,138,3.75,-0.34,559,556,493,80,154,21,3,17,232,77,9,2,52,7,4,65,12,0,7,0.312,0.381,0.471,0.852,0.163,134.5,50000
313,이정훈,23 LF,-0.332,14,11,80.0,37,33,3,1,0.973,4.05,-1.88,-0.73,-0.35,0.0,0.0,,0.0,0.0,-2.96,-30.446,-0.29,-3.25,-0.302,129162,0.08,59,0.38,-0.3,171,171,152,17,45,7,0,1,55,17,1,1,13,3,0,28,1,0,3,0.296,0.357,0.362,0.719,0.122,101.2,4000
314,신윤후,23 LF,0.029,21,6,72.0,20,18,0,2,0.9,2.25,1.73,-0.4,-0.86,0.0,0.0,,0.0,0.0,0.45,3.086,-0.162,0.288,0.046,141692,-0.38,28,-0.43,0.05,27,27,25,2,1,0,0,0,1,1,1,0,0,2,0,8,0,0,0,0.04,0.111,0.04,0.151,-0.086,-72.6,5300
315,김수윤,23 3B,-0.157,13,3,33.0,18,14,3,1,0.944,4.636,-1.4,0.0,0.08,-0.22,0.0,,0.0,0.0,-1.54,-17.058,0.0,-1.54,-0.157,129035,-0.23,16,-0.07,-0.16,15,15,14,0,3,0,0,0,3,2,0,0,1,0,0,4,0,0,0,0.214,0.267,0.214,0.481,0.033,28.4,3100
316,박건우,23 RF,-0.582,93,92,727.0,150,147,3,0,1.0,1.857,-3.29,-0.45,1.37,0.0,0.0,,0.0,0.0,-2.36,-3.654,-3.34,-5.7,-0.241,101895,3.93,130,4.17,-0.24,533,532,458,70,146,34,2,12,220,85,7,5,56,9,0,71,14,1,9,0.319,0.397,0.48,0.877,0.176,149.2,90000
317,김재호,23 SS,0.905,87,71,613.0,296,119,167,10,0.966,4.199,3.53,0.0,-0.54,0.13,0.0,,0.0,0.0,3.12,5.164,5.753,8.873,0.318,101741,2.87,91,2.56,0.32,302,287,247,32,70,13,0,3,92,29,4,0,30,8,2,24,11,15,2,0.283,0.376,0.372,0.748,0.137,123.0,50000
318,박석민,23 3B,-0.371,25,23,164.0,44,19,22,3,0.932,2.25,-3.3,0.0,-0.12,-0.22,0.0,,0.0,0.0,-3.63,-20.909,-0.01,-3.64,-0.37,103225,-0.53,30,-0.16,-0.37,107,106,88,9,17,1,0,1,21,8,0,0,14,3,0,22,4,1,1,0.193,0.321,0.239,0.56,0.078,66.4,5000
319,김선빈,23 2B,0.252,116,111,897.0,457,180,270,7,0.985,4.515,-3.2,0.0,1.43,-0.33,0.0,,0.0,0.0,-2.1,-2.607,4.57,2.47,-0.214,100080,2.62,119,2.83,-0.21,473,465,419,41,134,16,0,0,150,48,3,1,38,5,0,26,10,8,3,0.32,0.381,0.358,0.739,0.132,114.9,45000
320,박주찬,23 3B,-0.124,6,3,35.0,12,8,3,1,0.917,2.829,-1.25,0.0,0.08,0.0,0.0,,0.0,0.0,-1.18,-28.32,-0.04,-1.22,-0.12,142195,-0.31,5,-0.19,-0.12,14,14,14,1,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0.143,0.143,0.143,0.286,-0.056,-49.0,3000
321,김도영,23 3B,0.501,85,84,722.0,230,71,146,13,0.943,2.705,4.32,0.0,-0.31,0.65,0.0,,0.0,0.0,4.9,8.301,0.014,4.914,0.5,150560,3.64,84,3.14,0.5,385,382,340,72,103,20,5,7,154,47,25,4,38,1,1,62,14,2,4,0.303,0.371,0.453,0.824,0.156,134.4,5000
322,조현진,23 SS,-0.045,8,0,14.0,6,1,5,0,1.0,3.857,-0.39,0.0,0.03,-0.14,0.0,,0.0,0.0,-0.49,-8.82,0.052,-0.437,-0.05,148775,-0.11,10,-0.06,-0.05,5,5,5,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.4,-0.011,-9.4,3000
323,박찬호,23 SS,1.483,129,121,1045.0,524,206,303,15,0.971,4.384,4.27,0.0,0.97,-0.75,0.0,,0.0,0.0,4.49,5.012,10.042,14.532,0.458,112610,4.09,130,3.64,0.46,507,500,452,73,136,18,4,3,171,52,30,8,40,2,0,56,13,7,6,0.301,0.356,0.378,0.734,0.127,109.5,20000
324,한동희,23 3B,-0.899,99,82,681.0,255,142,101,12,0.953,3.211,-8.57,0.0,-0.45,0.29,0.0,,0.0,0.0,-8.6,-12.509,-0.209,-8.809,-0.877,131452,-1.81,108,-0.94,-0.88,353,351,319,30,71,11,0,5,97,32,1,3,26,1,0,58,16,2,5,0.223,0.279,0.304,0.583,0.067,55.5,19260
325,손아섭,23 RF,0.039,58,52,409.0,92,89,1,2,0.978,1.98,1.88,0.4,-0.21,0.0,0.0,,0.0,0.0,2.08,5.164,-1.699,0.381,0.212,102615,4.32,140,4.11,0.21,609,608,551,97,187,36,3,5,244,65,14,3,50,2,2,67,10,1,5,0.339,0.393,0.443,0.836,0.162,137.1,50000
326,오태양,23 2B,-0.187,9,1,12.0,4,1,2,1,0.75,2.25,-1.3,-0.06,-0.47,0.0,0.0,,0.0,0.0,-1.84,-29.44,0.006,-1.834,-0.188,147665,-0.41,21,-0.22,-0.19,3,3,3,4,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,-0.167,-141.6,3100
327,권희동,23 LF,-0.582,92,84,697.0,165,161,2,2,0.988,2.105,-1.89,-0.97,0.25,0.0,0.0,,0.0,0.0,-2.61,-4.085,-3.092,-5.702,-0.266,111725,2.0,96,2.26,-0.27,373,369,309,33,88,16,0,7,125,63,2,0,49,6,0,50,4,4,5,0.285,0.388,0.405,0.793,0.153,128.2,9000
328,오장한,23 RF,0.002,4,2,17.0,4,4,0,0,1.0,2.118,-0.3,0.33,0.03,0.0,0.0,,0.0,0.0,0.06,2.16,-0.038,0.022,0.006,147675,-0.01,3,-0.02,0.01,8,8,7,2,1,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0.143,0.25,0.143,0.393,0.014,11.4,3300
329,박영빈,23 CF,0.174,21,0,34.0,12,12,0,0,1.0,3.176,1.57,0.09,0.05,0.0,0.0,,0.0,0.0,1.71,11.726,-0.003,1.707,0.174,146615,0.03,41,-0.14,0.17,17,15,14,11,1,1,0,0,2,0,4,2,1,0,0,6,0,2,0,0.071,0.133,0.143,0.276,-0.046,-38.6,3000
330,마틴,23 CF,0.012,113,109,914.0,244,240,1,3,0.988,2.373,-1.07,1.68,-0.2,0.0,0.0,,0.0,0.0,0.41,0.522,-0.29,0.12,0.042,155375,3.44,118,3.39,0.04,503,502,435,55,123,20,2,17,198,90,15,3,57,1,2,107,8,0,10,0.283,0.36,0.455,0.815,0.149,125.5,72000
331,윤수녕,23 RF,-0.024,3,1,13.0,2,2,0,0,1.0,1.385,0.11,-0.34,0.03,0.0,0.0,,0.0,0.0,-0.21,-10.08,-0.023,-0.233,-0.021,156272,-0.05,3,-0.03,-0.02,4,4,4,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.5,0.028,23.0,3000
332,류승민,23 RF,-0.294,21,16,123.0,23,22,0,1,0.957,1.61,-1.91,-0.27,-0.25,0.0,0.0,,0.0,0.0,-2.43,-16.663,-0.456,-2.886,-0.248,155033,-0.5,24,-0.25,-0.25,57,55,52,5,11,3,0,0,14,5,0,0,2,1,0,19,0,2,0,0.212,0.255,0.269,0.524,0.046,37.7,3000
333,피렐라,23 LF,-1.333,118,114,950.0,211,203,6,2,0.991,1.98,-8.88,-1.25,0.72,0.0,0.0,,0.0,0.0,-9.41,-11.483,-3.651,-13.061,-0.96,147573,0.64,139,1.6,-0.96,605,605,557,66,159,28,1,16,237,80,6,4,42,4,5,69,20,0,2,0.285,0.339,0.425,0.764,0.13,107.9,120000
334,최준우,23 2B,0.356,24,13,100.0,61,26,35,0,1.0,5.49,2.69,0.0,0.27,0.01,0.0,,0.0,0.0,3.08,18.48,0.412,3.492,0.314,131284,0.36,38,0.05,0.31,69,69,60,5,16,1,0,0,17,6,0,1,8,0,0,10,3,0,1,0.267,0.348,0.283,0.631,0.096,80.1,4500
335,문상준,23 2B,-0.192,3,1,10.0,2,1,0,1,0.5,0.9,-1.45,0.0,-0.47,0.0,0.0,,0.0,0.0,-1.92,-92.16,0.033,-1.887,-0.196,147208,-0.25,2,-0.05,-0.2,5,5,5,1,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0.2,0.2,0.2,0.4,-0.011,-9.0,3100
336,김헌곤,23 LF,-0.101,5,0,5.0,0,0,0,0,,0.0,-1.19,0.19,0.01,0.0,0.0,,0.0,0.0,-0.99,-28.512,-0.002,-0.992,-0.101,106403,-0.2,6,-0.1,-0.1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.167,-151.6,12000
337,박민석,23 2B,-0.055,3,1,11.0,5,1,3,1,0.8,3.273,-0.68,0.0,0.03,0.09,0.0,,0.0,0.0,-0.57,-27.36,0.027,-0.543,-0.058,141108,-0.08,4,-0.02,-0.06,4,4,4,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0.25,0.25,0.25,0.5,0.028,21.6,3000
338,에레디아,23 LF,-0.168,114,108,938.0,238,222,11,5,0.979,2.236,3.61,-0.68,-0.86,0.0,0.0,,0.0,0.0,2.07,2.615,-3.721,-1.651,0.211,155304,3.82,122,3.61,0.21,523,519,473,76,153,29,0,12,218,76,12,8,39,9,4,75,13,1,1,0.323,0.385,0.461,0.846,0.163,135.9,90000
339,김강민,23 CF,-0.087,37,23,216.0,63,60,3,0,1.0,2.625,-1.32,0.2,0.29,0.0,0.0,,0.0,0.0,-0.84,-3.269,-0.009,-0.849,-0.086,101084,0.12,70,0.2,-0.09,166,163,137,20,31,3,0,2,40,7,2,1,23,1,1,38,2,2,3,0.226,0.335,0.292,0.627,0.095,78.3,16000
340,이정범,23 RF,-0.058,6,5,25.0,6,5,1,0,1.0,2.16,-0.39,-0.15,0.04,0.0,0.0,,0.0,0.0,-0.5,-12.0,-0.07,-0.57,-0.051,131944,-0.43,15,-0.38,-0.05,33,33,29,2,5,0,0,0,5,4,0,0,2,0,0,6,1,0,2,0.172,0.212,0.172,0.384,-0.009,-7.0,3000
341,고명준,23 1B,0.085,2,1,6.0,7,7,0,0,1.0,10.5,0.85,0.0,0.01,0.0,0.0,,0.0,0.0,0.86,61.92,-0.03,0.83,0.088,148074,-0.02,2,-0.11,0.09,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,-0.167,-132.5,3000
342,김병희,23 3B,0.064,4,1,16.0,3,0,3,0,1.0,1.688,0.58,0.0,0.04,0.0,0.0,,0.0,0.0,0.62,22.32,0.002,0.622,0.063,113308,-0.09,5,-0.15,0.06,9,9,8,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0.0,0.111,0.0,0.111,-0.093,-73.8,4700
343,강민성,23 3B,0.168,11,7,60.0,24,7,15,2,0.917,3.3,1.82,0.0,-0.35,-0.28,0.0,,0.0,0.0,1.65,21.6,-0.002,1.648,0.168,141918,0.18,12,0.01,0.17,27,26,22,2,4,1,0,0,5,0,0,0,4,0,0,10,0,1,0,0.182,0.308,0.227,0.535,0.069,56.4,3300
344,강백호,23 RF,-0.203,29,26,210.0,84,76,7,1,0.988,3.557,-0.63,-0.93,0.4,0.0,0.0,,0.0,0.0,-1.16,-5.76,-0.833,-1.993,-0.118,131688,0.74,71,0.85,-0.12,271,269,238,32,63,10,1,8,99,39,3,0,31,0,4,55,1,0,2,0.265,0.347,0.416,0.763,0.131,106.5,29000
345,구자욱,23 RF,0.145,92,91,772.0,179,174,5,0,1.0,2.087,2.92,-0.41,1.46,0.0,0.0,,0.0,0.0,3.98,6.23,-2.555,1.425,0.406,108923,5.26,119,4.85,0.41,515,511,453,65,152,37,1,11,224,71,12,4,53,4,2,81,5,2,3,0.336,0.407,0.494,0.901,0.185,154.3,200000
346,조민성,23 1B,-0.003,9,6,47.0,51,48,3,0,1.0,9.766,0.23,-0.02,0.09,0.0,0.0,,0.0,0.0,0.29,4.64,-0.321,-0.031,0.03,150403,-0.32,15,-0.35,0.03,29,29,29,1,6,2,0,0,8,5,0,1,0,0,0,6,1,0,0,0.207,0.207,0.276,0.483,0.019,15.9,3300
347,김현준,23 CF,-0.23,105,102,880.0,312,303,4,5,0.984,3.14,-1.52,0.62,-1.34,0.0,0.0,,0.0,0.0,-2.25,-3.086,-0.0,-2.25,-0.23,148673,0.63,109,0.85,-0.23,479,471,433,62,119,10,6,3,150,46,5,5,30,5,0,84,5,8,3,0.275,0.327,0.346,0.673,0.102,85.2,8000
348,공민규,23 1B,-0.175,19,7,75.0,41,36,5,0,1.0,4.92,-1.01,0.0,0.16,0.0,0.0,,0.0,0.0,-1.61,-12.202,-0.105,-1.715,-0.164,131643,-0.39,22,-0.22,-0.16,33,33,31,0,6,1,1,0,9,2,0,0,2,0,0,13,1,0,0,0.194,0.242,0.29,0.532,0.047,39.6,4000
349,김태훈,23 1B,-0.017,10,6,52.0,26,23,3,0,1.0,4.5,0.6,0.03,0.09,0.0,0.0,,0.0,0.0,-0.07,-1.008,-0.1,-0.17,-0.007,113363,-0.46,11,-0.45,-0.01,22,21,21,0,2,1,0,0,3,1,0,1,0,0,0,9,1,1,0,0.095,0.095,0.143,0.238,-0.075,-61.6,4300
350,송준석,23 LF,-0.024,4,2,9.0,1,1,0,0,1.0,1.0,0.07,-0.3,0.02,0.0,0.0,,0.0,0.0,-0.22,-7.92,-0.02,-0.24,-0.022,112003,-0.07,7,-0.05,-0.02,8,8,8,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0.028,24.8,4500
351,김재상,23 3B,0.013,8,3,32.0,18,9,8,1,0.944,4.781,0.01,0.0,0.08,0.0,0.0,,0.0,0.0,0.09,1.62,0.035,0.125,0.009,154993,-0.02,17,-0.03,0.01,22,22,20,1,3,0,0,1,6,2,0,0,2,0,0,4,1,0,0,0.15,0.227,0.3,0.527,0.043,35.1,3000
352,강준서,23 CF,-0.016,9,4,39.0,8,8,0,0,1.0,1.846,-0.28,0.09,0.06,0.0,0.0,,0.0,0.0,-0.13,-2.08,-0.027,-0.157,-0.013,155013,-0.07,10,-0.06,-0.01,15,15,14,2,3,1,0,0,4,0,0,1,1,0,0,2,0,0,0,0.214,0.267,0.286,0.553,0.058,48.3,3000
353,이원석,23 1B,-0.811,48,42,371.0,344,305,31,8,0.977,8.151,-4.96,0.0,-0.29,0.0,0.0,,0.0,0.0,-5.18,-15.54,-2.765,-7.945,-0.529,101807,-1.9,70,-1.38,-0.53,273,272,247,16,54,6,0,1,63,20,0,0,20,3,1,59,8,1,2,0.219,0.283,0.255,0.538,0.053,46.0,20000
354,윌리엄스,23 LF,-0.609,58,57,462.0,109,103,3,3,0.972,2.065,-2.75,-1.31,-0.64,0.0,0.0,,0.0,0.0,-4.7,-11.669,-1.272,-5.972,-0.48,156479,-0.63,68,-0.15,-0.48,273,273,258,29,63,14,0,9,104,45,1,1,8,4,0,63,6,0,3,0.244,0.275,0.403,0.678,0.093,78.5,25000
355,오그레디,23 LF,-0.098,19,17,145.0,41,39,1,1,0.976,2.483,-0.04,-0.2,-0.24,0.0,0.0,,0.0,0.0,-0.48,-3.638,-0.481,-0.961,-0.049,155419,-0.98,22,-0.93,-0.05,86,86,80,3,10,3,0,0,13,8,1,0,5,0,0,40,0,0,1,0.125,0.174,0.163,0.337,-0.025,-20.8,70000
356,이명기,23 LF,0.015,4,2,23.0,9,8,0,1,0.889,3.13,0.72,-0.06,-0.45,0.0,0.0,,0.0,0.0,0.21,7.56,-0.06,0.15,0.021,101199,-0.37,14,-0.39,0.02,42,42,40,2,7,1,0,0,8,5,1,0,2,0,0,9,0,0,0,0.175,0.214,0.2,0.414,0.003,2.7,5000
357,김건희,23 1B,-0.168,9,3,30.0,26,22,3,1,0.962,7.5,-1.03,0.0,-0.44,0.0,0.0,,0.0,0.0,-1.48,-23.68,-0.171,-1.651,-0.151,154727,-0.23,9,-0.08,-0.15,13,13,11,0,2,0,0,0,2,0,0,0,2,0,0,4,1,0,0,0.182,0.308,0.182,0.49,0.055,47.8,3000
358,김재성,23 C,0.3,48,23,236.0,184,172,12,0,1.0,7.017,-0.5,0.0,0.57,0.0,1.13,,0.16,0.0,1.32,3.96,1.617,2.937,0.135,113443,0.45,57,0.32,0.13,125,123,99,7,19,3,0,1,25,7,0,1,19,5,1,31,4,2,0,0.192,0.35,0.253,0.603,0.1,82.3,7500
359,노수광,23 LF,-0.054,30,19,183.0,37,37,0,0,1.0,1.82,0.0,-0.3,0.3,0.0,0.0,,0.0,0.0,0.0,0.0,-0.529,-0.529,0.0,112689,-0.08,30,-0.08,0.0,94,92,77,6,17,5,0,0,22,4,2,1,13,0,0,27,3,2,2,0.221,0.326,0.286,0.612,0.091,76.7,10900
360,이원석,23 CF,0.167,76,27,336.0,106,101,3,2,0.981,2.786,1.59,0.11,-0.04,0.0,0.0,,0.0,0.0,1.66,3.145,-0.024,1.636,0.169,131389,-0.01,81,-0.18,0.17,138,138,116,20,22,1,1,0,25,8,13,3,21,1,0,33,3,0,0,0.19,0.319,0.216,0.535,0.071,60.5,3300
361,노시환,23 3B,0.352,125,121,1069.0,364,116,229,19,0.948,2.905,3.92,0.0,-0.49,-0.11,0.0,,0.0,0.0,3.45,3.974,-0.0,3.45,0.352,141259,6.53,131,6.17,0.35,595,590,514,85,153,30,1,31,278,101,2,1,74,4,5,118,13,0,3,0.298,0.388,0.541,0.929,0.188,160.0,13100
